user_id,age_group,city_tier,income_band,acquisition_channel,device_os,registration_date
U01248,18-24,Tier 2,Mid,Paid Ads,Android,2024-01-31
U01249,45-54,Tier 2,Mid,Paid Ads,Android,2024-01-23
U01250,25-34,Tier 1,High,Organic,Android,2024-03-11
U01251,35-44,Tier 2,Mid,Referral,iOS,2024-01-10
U01252,25-34,Tier 1,Mid,Referral,Android,2024-01-21
U01253,18-24,Tier 1,High,Organic,Android,2024-01-01
U01254,18-24,Tier 1,High,Organic,Android,2024-02-22
U01255,35-44,Tier 1,Mid,Organic,Android,2024-02-27
U01256,25-34,Tier 2,High,Branch,Android,2024-03-29
U01257,18-24,Tier 2,Low,Paid Ads,Android,2024-03-17
U01258,25-34,Tier 2,Mid,Organic,Android,2024-03-01
U01259,18-24,Tier 3,High,Organic,Android,2024-02-07
U01260,25-34,Tier 1,Low,Paid Ads,iOS,2024-01-05
U01261,18-24,Tier 1,Low,Referral,Android,2024-01-30
U01262,35-44,Tier 3,Mid,Partnership,Android,2024-02-06
U01263,25-34,Tier 1,Mid,Branch,iOS,2024-03-31
U01264,25-34,Tier 3,Mid,Paid Ads,iOS,2024-02-06
U01265,18-24,Tier 3,Mid,Organic,Android,2024-03-30
U01266,18-24,Tier 2,High,Partnership,iOS,2024-04-20
U01267,25-34,Tier 3,Mid,Branch,Android,2024-02-28
U01268,25-34,Tier 1,Low,Paid Ads,iOS,2024-01-10
U01269,25-34,Tier 1,High,Paid Ads,iOS,2024-03-28
U01270,18-24,Tier 2,Low,Referral,Android,2024-01-30
U01271,35-44,Tier 1,Low,Referral,Android,2024-02-03
U01272,45-54,Tier 3,Low,Paid Ads,Android,2024-04-10
U01273,35-44,Tier 1,Mid,Branch,Android,2024-04-11
U01274,18-24,Tier 2,Low,Paid Ads,Android,2024-03-21
U01275,25-34,Tier 2,Low,Partnership,Android,2024-03-16
U01276,18-24,Tier 2,Mid,Organic,Android,2024-03-25
U01277,18-24,Tier 1,Low,Organic,Android,2024-04-12
U01278,55+,Tier 1,Mid,Paid Ads,Android,2024-01-26
U01279,18-24,Tier 3,High,Organic,Android,2024-02-24
U01280,25-34,Tier 1,Mid,Paid Ads,Android,2024-01-15
U01281,25-34,Tier 3,Low,Referral,Android,2024-03-10
U01282,35-44,Tier 2,Low,Partnership,iOS,2024-01-29
U01283,25-34,Tier 2,High,Partnership,Android,2024-03-23
U01284,18-24,Tier 2,Low,Paid Ads,iOS,2024-01-20
U01285,25-34,Tier 1,High,Organic,Android,2024-04-26
U01286,25-34,Tier 2,Low,Paid Ads,iOS,2024-02-04
U01287,18-24,Tier 3,High,Branch,iOS,2024-04-15
U01288,25-34,Tier 1,Mid,Paid Ads,Android,2024-01-19
U01289,18-24,Tier 3,Mid,Organic,Android,2024-01-10
U01290,18-24,Tier 2,Mid,Organic,Android,2024-01-08
U01291,25-34,Tier 1,Mid,Referral,iOS,2024-01-22
U01292,18-24,Tier 1,Mid,Organic,Android,2024-04-11
U01293,25-34,Tier 3,Mid,Partnership,Android,2024-02-09
U01294,35-44,Tier 1,Mid,Partnership,Android,2024-03-17
U01295,35-44,Tier 3,Low,Referral,iOS,2024-04-05
U01296,18-24,Tier 3,Low,Referral,Android,2024-04-15
U01297,18-24,Tier 1,Mid,Organic,Android,2024-03-13
U01298,18-24,Tier 1,Low,Branch,Android,2024-02-06
U01299,25-34,Tier 2,Mid,Paid Ads,Android,2024-02-26
U01300,35-44,Tier 1,Low,Paid Ads,Android,2024-01-16
U01301,18-24,Tier 2,Mid,Referral,Android,2024-02-29
U01302,45-54,Tier 1,Low,Paid Ads,iOS,2024-03-29
U01303,18-24,Tier 2,Mid,Referral,iOS,2024-02-08
U01304,25-34,Tier 2,Low,Referral,iOS,2024-03-30
U01305,35-44,Tier 1,Low,Paid Ads,Android,2024-02-21
U01306,45-54,Tier 1,Low,Paid Ads,iOS,2024-02-04
U01307,35-44,Tier 1,High,Referral,Android,2024-03-05
U01308,35-44,Tier 1,Low,Organic,Android,2024-03-10
U01309,25-34,Tier 2,Mid,Referral,iOS,2024-03-04
U01310,35-44,Tier 3,Low,Referral,iOS,2024-02-26
U01311,18-24,Tier 1,Low,Paid Ads,Android,2024-01-11
U01312,45-54,Tier 2,Mid,Branch,iOS,2024-03-17
U01313,25-34,Tier 2,Mid,Organic,iOS,2024-01-06
U01314,35-44,Tier 1,High,Organic,Android,2024-04-23
U01315,25-34,Tier 1,High,Organic,Android,2024-02-25
U01316,25-34,Tier 3,Mid,Paid Ads,iOS,2024-04-04
U01317,25-34,Tier 2,Mid,Referral,Android,2024-02-11
U01318,35-44,Tier 2,Mid,Paid Ads,Android,2024-03-18
U01319,18-24,Tier 2,Mid,Organic,iOS,2024-02-02
U01320,18-24,Tier 1,High,Paid Ads,Android,2024-01-04
U01321,18-24,Tier 2,Mid,Partnership,Android,2024-01-12
U01322,18-24,Tier 2,Mid,Branch,Android,2024-01-30
U01323,45-54,Tier 2,Low,Branch,Android,2024-03-27
U01324,18-24,Tier 1,Low,Partnership,iOS,2024-04-17
U01325,55+,Tier 1,High,Branch,iOS,2024-04-20
U01326,25-34,Tier 1,Mid,Organic,Android,2024-03-14
U01327,18-24,Tier 3,Mid,Organic,iOS,2024-03-16
U01328,35-44,Tier 1,Low,Organic,iOS,2024-01-03
U01329,35-44,Tier 2,High,Paid Ads,Android,2024-04-07
U01330,25-34,Tier 1,Low,Branch,iOS,2024-03-27
U01331,25-34,Tier 1,High,Organic,Android,2024-04-15
U01332,35-44,Tier 2,Low,Paid Ads,Android,2024-02-04
U01333,18-24,Tier 2,High,Paid Ads,Android,2024-03-14
U01334,55+,Tier 2,Mid,Branch,Android,2024-01-06
U01335,55+,Tier 1,Low,Paid Ads,Android,2024-04-07
U01336,35-44,Tier 2,Mid,Branch,Android,2024-04-06
U01337,18-24,Tier 1,Mid,Referral,iOS,2024-01-23
U01338,35-44,Tier 1,Low,Referral,Android,2024-03-01
U01339,18-24,Tier 2,High,Paid Ads,Android,2024-03-07
U01340,18-24,Tier 1,Mid,Referral,Android,2024-03-24
U01341,18-24,Tier 1,Mid,Organic,Android,2024-02-26
U01342,25-34,Tier 2,Low,Paid Ads,Android,2024-02-05
U01343,45-54,Tier 2,Mid,Partnership,Android,2024-01-24
U01344,35-44,Tier 3,High,Paid Ads,Android,2024-03-15
U01345,35-44,Tier 1,Mid,Referral,Android,2024-02-25
U01346,25-34,Tier 1,High,Paid Ads,Android,2024-03-22
U01347,25-34,Tier 1,High,Referral,iOS,2024-04-14
U01348,25-34,Tier 3,Low,Organic,iOS,2024-03-03
U01349,55+,Tier 2,Low,Paid Ads,iOS,2024-01-12
U01350,18-24,Tier 2,High,Organic,Android,2024-03-01
U01351,45-54,Tier 1,Mid,Organic,Android,2024-02-14
U01352,25-34,Tier 2,Low,Partnership,iOS,2024-02-22
U01353,25-34,Tier 1,Low,Organic,iOS,2024-02-12
U01354,35-44,Tier 2,Mid,Branch,Android,2024-02-11
U01355,25-34,Tier 3,Mid,Paid Ads,Android,2024-03-26
U01356,45-54,Tier 3,Low,Branch,Android,2024-01-14
U01357,45-54,Tier 2,Low,Organic,iOS,2024-04-19
U01358,25-34,Tier 2,High,Paid Ads,Android,2024-01-21
U01359,18-24,Tier 3,Mid,Referral,Android,2024-02-12
U01360,25-34,Tier 2,Mid,Partnership,iOS,2024-02-22
U01361,45-54,Tier 1,Mid,Referral,Android,2024-03-29
U01362,18-24,Tier 2,Mid,Referral,Android,2024-03-04
U01363,25-34,Tier 1,Mid,Partnership,Android,2024-02-06
U01364,25-34,Tier 2,Mid,Referral,Android,2024-03-25
U01365,35-44,Tier 2,Low,Organic,Android,2024-02-21
U01366,18-24,Tier 2,Mid,Referral,Android,2024-04-14
U01367,35-44,Tier 1,Mid,Paid Ads,Android,2024-04-07
U01368,45-54,Tier 1,High,Referral,iOS,2024-03-11
U01369,18-24,Tier 2,Mid,Referral,Android,2024-01-05
U01370,18-24,Tier 3,High,Organic,Android,2024-02-28
U01371,55+,Tier 2,High,Paid Ads,Android,2024-01-12
U01372,18-24,Tier 1,Low,Partnership,iOS,2024-02-10
U01373,45-54,Tier 3,Mid,Referral,Android,2024-02-02
U01374,25-34,Tier 3,Mid,Referral,Android,2024-02-11
U01375,18-24,Tier 1,High,Organic,Android,2024-01-15
U01376,45-54,Tier 1,Mid,Organic,Android,2024-04-08
U01377,25-34,Tier 2,Mid,Organic,Android,2024-02-21
U01378,25-34,Tier 3,Mid,Paid Ads,iOS,2024-04-20
U01379,25-34,Tier 3,Low,Paid Ads,Android,2024-03-06
U01380,25-34,Tier 3,Low,Branch,iOS,2024-04-15
U01381,18-24,Tier 2,Mid,Organic,Android,2024-01-01
U01382,25-34,Tier 2,Mid,Paid Ads,iOS,2024-03-25
U01383,55+,Tier 1,Mid,Paid Ads,Android,2024-04-21
U01384,18-24,Tier 1,Mid,Paid Ads,Android,2024-03-10
U01385,35-44,Tier 2,Low,Partnership,Android,2024-02-29
U01386,25-34,Tier 2,Mid,Organic,Android,2024-02-22
U01387,35-44,Tier 2,Low,Organic,iOS,2024-01-07
U01388,18-24,Tier 2,High,Paid Ads,Android,2024-01-25
U01389,55+,Tier 1,High,Referral,Android,2024-03-07
U01390,25-34,Tier 2,Mid,Organic,Android,2024-02-16
U01391,18-24,Tier 1,Low,Referral,iOS,2024-03-20
U01392,18-24,Tier 1,Low,Referral,Android,2024-04-06
U01393,18-24,Tier 2,Mid,Paid Ads,iOS,2024-03-04
U01394,25-34,Tier 2,Mid,Organic,iOS,2024-03-21
U01395,25-34,Tier 3,Mid,Referral,iOS,2024-02-26
U01396,35-44,Tier 1,Low,Paid Ads,Android,2024-04-07
U01397,25-34,Tier 2,Mid,Paid Ads,Android,2024-01-07
U01398,18-24,Tier 1,Mid,Branch,Android,2024-01-27
U01399,25-34,Tier 1,Mid,Organic,iOS,2024-02-04
U01400,35-44,Tier 3,Mid,Branch,iOS,2024-03-11
U01401,18-24,Tier 2,Low,Paid Ads,Android,2024-01-17
U01402,18-24,Tier 3,Mid,Partnership,iOS,2024-02-06
U01403,18-24,Tier 1,High,Referral,Android,2024-02-26
U01404,35-44,Tier 3,Mid,Paid Ads,Android,2024-04-22
U01405,35-44,Tier 1,High,Partnership,Android,2024-03-30
U01406,25-34,Tier 3,Mid,Partnership,iOS,2024-03-03
U01407,35-44,Tier 1,Low,Organic,iOS,2024-01-16
U01408,35-44,Tier 1,Mid,Organic,iOS,2024-01-04
U01409,25-34,Tier 2,Mid,Paid Ads,iOS,2024-03-21
U01410,45-54,Tier 3,Mid,Branch,Android,2024-03-18
U01411,18-24,Tier 1,Low,Referral,iOS,2024-04-12
U01412,18-24,Tier 1,Mid,Paid Ads,Android,2024-01-31
U01413,18-24,Tier 3,Low,Paid Ads,iOS,2024-03-31
U01414,18-24,Tier 1,Low,Partnership,iOS,2024-01-21
U01415,25-34,Tier 1,Mid,Paid Ads,Android,2024-02-09
U01416,45-54,Tier 1,Mid,Referral,Android,2024-03-11
U01417,18-24,Tier 1,High,Branch,Android,2024-01-02
U01418,18-24,Tier 3,Mid,Paid Ads,iOS,2024-03-11
U01419,25-34,Tier 2,Mid,Paid Ads,Android,2024-02-22
U01420,45-54,Tier 2,Mid,Referral,Android,2024-01-12
U01421,25-34,Tier 3,Mid,Paid Ads,iOS,2024-01-29
U01422,25-34,Tier 2,Low,Referral,Android,2024-04-17
U01423,18-24,Tier 1,High,Organic,Android,2024-04-26
U01424,18-24,Tier 1,Mid,Paid Ads,Android,2024-01-15
U01425,55+,Tier 1,High,Paid Ads,Android,2024-02-29
U01426,55+,Tier 1,Mid,Paid Ads,iOS,2024-01-16
U01427,18-24,Tier 3,Low,Referral,Android,2024-03-23
U01428,55+,Tier 2,Mid,Paid Ads,Android,2024-04-16
U01429,25-34,Tier 1,Low,Referral,Android,2024-01-20
U01430,45-54,Tier 2,Mid,Paid Ads,Android,2024-03-04
U01431,25-34,Tier 2,Low,Referral,iOS,2024-04-01
U01432,25-34,Tier 3,Mid,Paid Ads,iOS,2024-02-07
U01433,25-34,Tier 3,High,Partnership,Android,2024-03-06
U01434,35-44,Tier 2,Mid,Referral,Android,2024-03-31
U01435,18-24,Tier 2,High,Referral,Android,2024-02-04
U01436,18-24,Tier 2,Mid,Paid Ads,Android,2024-02-23
U01437,25-34,Tier 2,Mid,Paid Ads,Android,2024-04-16
U01438,35-44,Tier 1,High,Paid Ads,iOS,2024-03-02
U01439,18-24,Tier 1,High,Paid Ads,Android,2024-03-01
U01440,35-44,Tier 2,Mid,Referral,Android,2024-02-01
U01441,55+,Tier 1,Low,Referral,Android,2024-02-28
U01442,18-24,Tier 1,Mid,Referral,Android,2024-03-11
U01443,35-44,Tier 2,Low,Organic,iOS,2024-01-19
U01444,25-34,Tier 1,Mid,Paid Ads,Android,2024-02-19
U01445,45-54,Tier 2,Mid,Organic,Android,2024-01-25
U01446,18-24,Tier 2,High,Branch,Android,2024-03-17
U01447,35-44,Tier 3,High,Partnership,iOS,2024-03-06
U01448,35-44,Tier 2,Mid,Partnership,Android,2024-04-05
U01449,45-54,Tier 1,Low,Branch,iOS,2024-04-22
U01450,35-44,Tier 2,High,Referral,Android,2024-01-18
U01451,25-34,Tier 3,Low,Partnership,iOS,2024-04-20
U01452,25-34,Tier 3,Mid,Organic,iOS,2024-01-09
U01453,45-54,Tier 1,Low,Organic,Android,2024-02-05
U01454,25-34,Tier 1,Mid,Partnership,iOS,2024-04-08
U01455,18-24,Tier 3,High,Organic,iOS,2024-04-11
U01456,45-54,Tier 1,Low,Branch,Android,2024-04-19
U01457,35-44,Tier 2,Mid,Paid Ads,Android,2024-02-23
U01458,35-44,Tier 1,Mid,Partnership,Android,2024-02-13
U01459,18-24,Tier 1,High,Organic,Android,2024-04-10
U01460,35-44,Tier 1,High,Paid Ads,iOS,2024-03-05
U01461,25-34,Tier 1,Low,Organic,iOS,2024-02-04
U01462,35-44,Tier 2,Low,Partnership,Android,2024-04-15
U01463,18-24,Tier 3,Mid,Organic,iOS,2024-01-01
U01464,35-44,Tier 1,Mid,Paid Ads,Android,2024-02-06
U01465,55+,Tier 3,Mid,Organic,Android,2024-04-02
U01466,18-24,Tier 1,Low,Organic,iOS,2024-02-08
U01467,55+,Tier 2,Low,Paid Ads,Android,2024-04-17
U01468,25-34,Tier 1,Mid,Organic,Android,2024-03-16
U01469,45-54,Tier 3,Low,Paid Ads,iOS,2024-03-15
U01470,35-44,Tier 2,High,Organic,Android,2024-03-25
U01471,25-34,Tier 2,Low,Referral,Android,2024-03-03
U01472,35-44,Tier 3,Low,Paid Ads,Android,2024-04-20
U01473,45-54,Tier 2,High,Referral,Android,2024-01-20
U01474,25-34,Tier 3,Mid,Referral,iOS,2024-02-27
U01475,25-34,Tier 2,Mid,Partnership,Android,2024-03-09
U01476,35-44,Tier 3,Low,Organic,Android,2024-03-02
U01477,35-44,Tier 2,Mid,Organic,Android,2024-02-14
U01478,35-44,Tier 1,Mid,Referral,Android,2024-02-12
U01479,35-44,Tier 2,Mid,Referral,Android,2024-03-11
U01480,25-34,Tier 1,High,Paid Ads,Android,2024-04-07
U01481,35-44,Tier 2,Mid,Referral,Android,2024-03-10
U01482,18-24,Tier 2,Mid,Partnership,Android,2024-02-18
U01483,25-34,Tier 2,Mid,Organic,Android,2024-02-28
U01484,18-24,Tier 1,Mid,Referral,iOS,2024-02-11
U01485,25-34,Tier 1,Low,Referral,iOS,2024-04-21
U01486,25-34,Tier 2,Mid,Paid Ads,iOS,2024-01-25
U01487,25-34,Tier 3,Mid,Branch,Android,2024-03-30
U01488,35-44,Tier 1,Mid,Paid Ads,Android,2024-01-31
U01489,25-34,Tier 1,Mid,Branch,iOS,2024-03-14
U01490,25-34,Tier 2,Mid,Referral,Android,2024-02-19
U01491,18-24,Tier 2,High,Organic,Android,2024-01-30
U01492,25-34,Tier 1,Low,Organic,iOS,2024-04-19
U01493,18-24,Tier 1,Mid,Referral,iOS,2024-04-09
U01494,18-24,Tier 1,Mid,Referral,iOS,2024-02-22
U01495,25-34,Tier 3,Mid,Organic,iOS,2024-01-06
U01496,35-44,Tier 1,Mid,Referral,iOS,2024-02-10
U01497,25-34,Tier 1,Low,Referral,Android,2024-04-05
U01498,25-34,Tier 1,Mid,Organic,iOS,2024-03-01
U01499,25-34,Tier 1,Low,Referral,Android,2024-03-31
U01500,45-54,Tier 2,High,Partnership,iOS,2024-04-26
U01501,25-34,Tier 1,Mid,Referral,Android,2024-04-13
U01502,25-34,Tier 1,High,Paid Ads,Android,2024-02-18
U01503,18-24,Tier 2,Mid,Paid Ads,iOS,2024-02-19
U01504,25-34,Tier 1,Mid,Referral,Android,2024-03-25
U01505,25-34,Tier 1,Mid,Organic,iOS,2024-04-11
U01506,25-34,Tier 3,High,Referral,Android,2024-04-15
U01507,25-34,Tier 2,High,Paid Ads,iOS,2024-03-24
U01508,25-34,Tier 3,Low,Referral,iOS,2024-01-20
U01509,25-34,Tier 3,Mid,Organic,Android,2024-03-04
U01510,35-44,Tier 2,Mid,Organic,Android,2024-01-05
U01511,35-44,Tier 1,Low,Partnership,Android,2024-01-17
U01512,35-44,Tier 2,Mid,Referral,iOS,2024-03-05
U01513,55+,Tier 3,High,Paid Ads,Android,2024-03-16
U01514,18-24,Tier 2,Mid,Paid Ads,Android,2024-02-12
U01515,18-24,Tier 2,Mid,Partnership,Android,2024-04-21
U01516,18-24,Tier 1,Mid,Paid Ads,Android,2024-01-13
U01517,25-34,Tier 3,Mid,Paid Ads,Android,2024-04-21
U01518,45-54,Tier 2,Low,Branch,Android,2024-04-18
U01519,18-24,Tier 3,Mid,Paid Ads,Android,2024-02-26
U01520,45-54,Tier 1,High,Organic,iOS,2024-01-13
U01521,18-24,Tier 1,Mid,Organic,Android,2024-03-08
U01522,45-54,Tier 1,Low,Partnership,iOS,2024-04-26
U01523,25-34,Tier 2,Low,Partnership,Android,2024-02-28
U01524,18-24,Tier 1,Low,Paid Ads,Android,2024-01-02
U01525,25-34,Tier 1,Mid,Paid Ads,Android,2024-04-02
U01526,18-24,Tier 3,Mid,Paid Ads,Android,2024-01-19
U01527,18-24,Tier 1,Low,Referral,Android,2024-02-22
U01528,25-34,Tier 3,High,Paid Ads,iOS,2024-04-21
U01529,35-44,Tier 1,Mid,Organic,Android,2024-03-24
U01530,25-34,Tier 3,Mid,Branch,iOS,2024-01-20
U01531,25-34,Tier 2,High,Partnership,Android,2024-01-10
U01532,25-34,Tier 3,Low,Paid Ads,Android,2024-03-01
U01533,35-44,Tier 3,High,Referral,Android,2024-04-10
U01534,18-24,Tier 1,Low,Organic,iOS,2024-02-03
U01535,25-34,Tier 1,Mid,Referral,Android,2024-02-13
U01536,18-24,Tier 1,High,Paid Ads,iOS,2024-03-20
U01537,18-24,Tier 2,High,Paid Ads,Android,2024-03-29
U01538,35-44,Tier 3,Mid,Referral,Android,2024-02-20
U01539,18-24,Tier 2,Mid,Paid Ads,Android,2024-03-24
U01540,25-34,Tier 2,Mid,Partnership,iOS,2024-01-11
U01541,35-44,Tier 1,High,Organic,iOS,2024-04-19
U01542,18-24,Tier 3,Low,Paid Ads,Android,2024-02-12
U01543,25-34,Tier 3,High,Partnership,iOS,2024-04-19
U01544,18-24,Tier 1,Mid,Paid Ads,Android,2024-03-27
U01545,55+,Tier 2,Mid,Paid Ads,iOS,2024-04-19
U01546,25-34,Tier 1,Mid,Paid Ads,iOS,2024-03-09
U01547,35-44,Tier 2,Mid,Branch,iOS,2024-02-18
U01548,25-34,Tier 2,High,Organic,iOS,2024-02-10
U01549,18-24,Tier 1,Mid,Paid Ads,Android,2024-03-21
U01550,25-34,Tier 1,High,Organic,Android,2024-04-01
U01551,55+,Tier 1,Low,Organic,Android,2024-04-23
U01552,25-34,Tier 2,Mid,Referral,Android,2024-04-07
U01553,35-44,Tier 2,High,Organic,Android,2024-03-03
U01554,45-54,Tier 1,Mid,Branch,Android,2024-04-21
U01555,18-24,Tier 2,Mid,Branch,Android,2024-03-10
U01556,18-24,Tier 2,Mid,Referral,Android,2024-01-05
U01557,25-34,Tier 1,High,Paid Ads,Android,2024-03-20
U01558,25-34,Tier 1,High,Paid Ads,Android,2024-01-09
U01559,35-44,Tier 2,Low,Partnership,iOS,2024-01-31
U01560,45-54,Tier 3,High,Paid Ads,Android,2024-03-21
U01561,25-34,Tier 1,Mid,Organic,iOS,2024-03-28
U01562,18-24,Tier 1,Low,Partnership,Android,2024-02-06
U01563,35-44,Tier 1,High,Paid Ads,Android,2024-01-30
U01564,18-24,Tier 2,Mid,Paid Ads,Android,2024-04-05
U01565,35-44,Tier 1,High,Branch,Android,2024-01-12
U01566,25-34,Tier 1,Low,Branch,Android,2024-02-25
U01567,35-44,Tier 2,Low,Paid Ads,Android,2024-01-13
U01568,18-24,Tier 2,Mid,Paid Ads,Android,2024-04-07
U01569,25-34,Tier 1,Low,Branch,Android,2024-03-22
U01570,25-34,Tier 1,Mid,Referral,iOS,2024-03-31
U01571,25-34,Tier 2,Low,Referral,Android,2024-04-21
U01572,18-24,Tier 1,Mid,Organic,Android,2024-01-13
U01573,35-44,Tier 1,Low,Partnership,Android,2024-02-26
U01574,45-54,Tier 3,Low,Paid Ads,Android,2024-01-22
U01575,18-24,Tier 1,Mid,Organic,iOS,2024-03-29
U01576,18-24,Tier 2,Low,Branch,Android,2024-02-08
U01577,18-24,Tier 3,Mid,Paid Ads,Android,2024-04-25
U01578,25-34,Tier 1,High,Partnership,Android,2024-01-04
U01579,25-34,Tier 1,Mid,Organic,Android,2024-01-06
U01580,25-34,Tier 2,High,Paid Ads,Android,2024-02-11
U01581,18-24,Tier 3,Low,Paid Ads,iOS,2024-04-11
U01582,25-34,Tier 3,Low,Paid Ads,Android,2024-01-08
U01583,25-34,Tier 2,High,Paid Ads,Android,2024-02-07
U01584,25-34,Tier 1,Mid,Partnership,Android,2024-02-15
U01585,55+,Tier 2,Mid,Referral,Android,2024-02-17
U01586,18-24,Tier 1,Mid,Partnership,Android,2024-02-25
U01587,35-44,Tier 2,Mid,Organic,Android,2024-01-19
U01588,25-34,Tier 1,Low,Referral,Android,2024-02-01
U01589,25-34,Tier 1,Mid,Organic,Android,2024-03-08
U01590,35-44,Tier 2,Mid,Referral,Android,2024-02-22
U01591,35-44,Tier 2,Mid,Referral,Android,2024-03-13
U01592,55+,Tier 1,High,Partnership,Android,2024-03-28
U01593,18-24,Tier 1,Mid,Paid Ads,Android,2024-04-11
U01594,18-24,Tier 3,Low,Referral,Android,2024-01-24
U01595,35-44,Tier 2,High,Paid Ads,Android,2024-01-22
U01596,25-34,Tier 1,Mid,Organic,iOS,2024-01-23
U01597,18-24,Tier 1,Mid,Organic,iOS,2024-01-11
U01598,18-24,Tier 1,Low,Paid Ads,iOS,2024-03-19
U01599,18-24,Tier 3,Low,Paid Ads,iOS,2024-04-21
U01600,45-54,Tier 2,Mid,Partnership,iOS,2024-02-18
U01601,18-24,Tier 2,Mid,Referral,iOS,2024-03-20
U01602,25-34,Tier 2,High,Paid Ads,iOS,2024-03-28
U01603,18-24,Tier 1,High,Paid Ads,iOS,2024-01-31
U01604,25-34,Tier 3,High,Branch,Android,2024-03-04
U01605,18-24,Tier 2,Mid,Organic,Android,2024-04-26
U01606,25-34,Tier 1,Mid,Paid Ads,iOS,2024-03-15
U01607,18-24,Tier 1,Mid,Paid Ads,Android,2024-01-19
U01608,35-44,Tier 2,Low,Branch,iOS,2024-01-30
U01609,18-24,Tier 3,Low,Organic,Android,2024-02-29
U01610,25-34,Tier 1,Mid,Paid Ads,Android,2024-03-22
U01611,45-54,Tier 3,High,Referral,iOS,2024-02-02
U01612,35-44,Tier 2,Low,Paid Ads,iOS,2024-02-28
U01613,25-34,Tier 1,Low,Organic,Android,2024-02-02
U01614,25-34,Tier 1,High,Organic,iOS,2024-03-26
U01615,25-34,Tier 1,Low,Paid Ads,iOS,2024-01-02
U01616,35-44,Tier 2,Mid,Referral,Android,2024-04-25
U01617,55+,Tier 1,Mid,Organic,Android,2024-04-12
U01618,35-44,Tier 1,Low,Referral,Android,2024-02-29
U01619,25-34,Tier 2,High,Organic,Android,2024-04-25
U01620,35-44,Tier 2,Low,Branch,Android,2024-02-06
U01621,25-34,Tier 1,Mid,Paid Ads,Android,2024-03-27
U01622,18-24,Tier 1,Low,Partnership,Android,2024-03-10
U01623,25-34,Tier 2,Low,Referral,iOS,2024-01-21
U01624,55+,Tier 2,Low,Branch,Android,2024-01-10
U01625,18-24,Tier 3,Low,Paid Ads,Android,2024-02-26
U01626,35-44,Tier 1,Low,Paid Ads,Android,2024-02-14
U01627,18-24,Tier 3,Mid,Paid Ads,iOS,2024-03-16
U01628,25-34,Tier 2,Mid,Paid Ads,iOS,2024-02-08
U01629,18-24,Tier 2,Mid,Paid Ads,Android,2024-03-22
U01630,25-34,Tier 2,Mid,Referral,iOS,2024-02-24
U01631,35-44,Tier 1,High,Organic,iOS,2024-03-29
U01632,25-34,Tier 1,High,Paid Ads,iOS,2024-02-02
U01633,35-44,Tier 2,Mid,Paid Ads,iOS,2024-02-28
U01634,35-44,Tier 2,High,Organic,Android,2024-04-18
U01635,45-54,Tier 2,Mid,Referral,Android,2024-02-08
U01636,18-24,Tier 1,Mid,Paid Ads,Android,2024-01-26
U01637,25-34,Tier 3,Mid,Partnership,Android,2024-02-19
U01638,18-24,Tier 2,Mid,Organic,Android,2024-04-19
U01639,55+,Tier 1,Mid,Referral,iOS,2024-03-02
U01640,45-54,Tier 1,Mid,Partnership,Android,2024-01-14
U01641,25-34,Tier 2,High,Paid Ads,iOS,2024-01-31
U01642,35-44,Tier 2,High,Referral,Android,2024-02-18
U01643,25-34,Tier 2,Mid,Partnership,Android,2024-03-14
U01644,25-34,Tier 3,Mid,Paid Ads,Android,2024-02-15
U01645,18-24,Tier 1,Low,Paid Ads,Android,2024-03-14
U01646,35-44,Tier 1,Low,Branch,iOS,2024-02-07
U01647,18-24,Tier 3,Mid,Branch,iOS,2024-03-30
U01648,35-44,Tier 3,Mid,Referral,Android,2024-02-07
U01649,35-44,Tier 2,Low,Organic,iOS,2024-01-03
U01650,35-44,Tier 3,High,Referral,iOS,2024-04-16
U01651,18-24,Tier 1,Mid,Organic,Android,2024-03-25
U01652,25-34,Tier 3,Mid,Organic,Android,2024-02-20
U01653,18-24,Tier 1,Low,Referral,Android,2024-02-05
U01654,25-34,Tier 1,Low,Branch,Android,2024-01-02
U01655,18-24,Tier 1,High,Partnership,iOS,2024-03-13
U01656,45-54,Tier 1,Mid,Paid Ads,Android,2024-04-20
U01657,25-34,Tier 1,High,Paid Ads,Android,2024-03-28
U01658,25-34,Tier 1,High,Organic,Android,2024-04-09
U01659,25-34,Tier 1,Mid,Organic,iOS,2024-04-05
U01660,25-34,Tier 1,Low,Organic,iOS,2024-01-07
U01661,25-34,Tier 2,High,Partnership,Android,2024-04-26
U01662,25-34,Tier 1,High,Organic,Android,2024-03-18
U01663,45-54,Tier 1,Mid,Partnership,Android,2024-04-05
U01664,25-34,Tier 2,Mid,Paid Ads,iOS,2024-03-04
U01665,55+,Tier 3,Mid,Organic,Android,2024-04-16
U01666,45-54,Tier 2,Mid,Organic,iOS,2024-04-25
U01667,18-24,Tier 1,Mid,Paid Ads,iOS,2024-04-25
U01668,45-54,Tier 2,High,Branch,Android,2024-02-06
U01669,18-24,Tier 1,Mid,Paid Ads,Android,2024-04-09
U01670,35-44,Tier 1,Low,Referral,Android,2024-04-12
U01671,25-34,Tier 1,Mid,Paid Ads,Android,2024-01-30
U01672,45-54,Tier 3,Low,Referral,Android,2024-03-18
U01673,45-54,Tier 1,Low,Branch,Android,2024-04-12
U01674,35-44,Tier 1,High,Paid Ads,Android,2024-02-15
