user_id,age_group,city_tier,income_band,acquisition_channel,device_os,registration_date,activation_date,first_txn_date,total_txns,successful_txns,failed_txns,total_amount_vnd,avg_amount_vnd,bill_payment,card_payment,loan_viewed,qr_payment,savings_opened,transfer_initiated,n_features,has_bill_or_savings,is_active_d30,is_active_d60,churn_flag,activated,days_to_first_txn,first_txn_bucket,feature_bucket,failed_txn_bucket,registration_month
U01023,45-54,Tier 3,High,Organic,Android,2024-02-24,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01024,55+,Tier 1,Mid,Referral,Android,2024-03-25,2024-03-26 07:04:00,2024-04-05 06:00:00,8.0,8.0,0.0,48916000.0,6114500.0,1,0,0,1,1,1,4,1,False,False,True,1,9.0,After 7 days,2+ features,0 failed,2024-03
U01025,45-54,Tier 1,Mid,Partnership,iOS,2024-02-17,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01026,25-34,Tier 1,Mid,Paid Ads,iOS,2024-01-09,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U01027,45-54,Tier 3,Low,Paid Ads,Android,2024-03-05,2024-03-06 10:29:00,2024-03-11 20:00:00,5.0,4.0,1.0,4658000.0,931600.0,1,1,0,0,1,0,3,1,False,False,True,1,5.0,Within 7 days,2+ features,1-2 failed,2024-03
U01028,35-44,Tier 1,Mid,Paid Ads,Android,2024-03-23,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01029,25-34,Tier 2,High,Referral,Android,2024-02-13,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01030,35-44,Tier 1,Low,Partnership,iOS,2024-01-02,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U01031,18-24,Tier 2,Low,Paid Ads,Android,2024-04-18,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01032,25-34,Tier 1,Low,Organic,iOS,2024-02-23,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01033,18-24,Tier 2,Mid,Partnership,Android,2024-04-15,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01034,18-24,Tier 1,Mid,Referral,Android,2024-03-03,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01035,18-24,Tier 2,Mid,Partnership,Android,2024-01-14,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U01036,35-44,Tier 1,High,Paid Ads,Android,2024-02-25,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01037,25-34,Tier 2,Mid,Referral,Android,2024-02-16,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01038,35-44,Tier 3,Low,Partnership,Android,2024-03-22,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01039,18-24,Tier 1,High,Paid Ads,iOS,2024-04-24,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01040,25-34,Tier 3,Mid,Referral,Android,2024-04-16,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01041,25-34,Tier 2,Mid,Organic,iOS,2024-02-28,2024-02-29 14:03:00,2024-03-02 06:00:00,12.0,11.0,1.0,64094000.0,5341166.666666667,0,1,1,1,0,0,3,0,True,True,False,1,1.0,Within 7 days,2+ features,1-2 failed,2024-02
U01042,35-44,Tier 1,Mid,Partnership,Android,2024-03-31,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01043,25-34,Tier 1,High,Organic,iOS,2024-01-20,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U01044,25-34,Tier 1,Mid,Partnership,iOS,2024-02-25,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01045,45-54,Tier 2,Mid,Referral,iOS,2024-01-23,2024-01-24 12:28:00,2024-01-27 06:00:00,8.0,7.0,1.0,39464000.0,4933000.0,0,0,0,0,1,1,2,1,True,True,False,1,2.0,Within 7 days,2+ features,1-2 failed,2024-01
U01046,25-34,Tier 2,Mid,Paid Ads,iOS,2024-04-03,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01047,18-24,Tier 1,Low,Branch,Android,2024-03-07,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01048,18-24,Tier 2,Mid,Organic,iOS,2024-03-24,2024-03-25 14:07:00,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,True,True,False,1,,No transaction,0 features,0 failed,2024-03
U01049,45-54,Tier 3,Mid,Paid Ads,iOS,2024-02-04,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01050,18-24,Tier 3,Low,Partnership,Android,2024-03-19,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01051,45-54,Tier 2,Low,Partnership,Android,2024-04-13,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01052,25-34,Tier 3,Low,Paid Ads,Android,2024-03-09,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01053,45-54,Tier 2,Mid,Paid Ads,Android,2024-04-09,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01054,35-44,Tier 1,High,Partnership,Android,2024-03-02,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01055,55+,Tier 3,High,Partnership,Android,2024-02-29,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01056,25-34,Tier 2,Mid,Partnership,Android,2024-02-25,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01057,35-44,Tier 2,Mid,Referral,iOS,2024-04-15,2024-04-16 08:04:00,,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,True,False,True,1,,No transaction,1 feature,0 failed,2024-04
U01058,25-34,Tier 2,High,Branch,Android,2024-04-03,2024-04-04 05:27:00,2024-04-11 06:00:00,9.0,9.0,0.0,283733000.0,31525888.888888888,1,0,0,1,0,0,2,1,True,True,False,1,7.0,Within 7 days,2+ features,0 failed,2024-04
U01059,25-34,Tier 3,Low,Referral,iOS,2024-03-16,2024-03-17 13:09:00,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,False,True,1,,No transaction,1 feature,0 failed,2024-03
U01060,25-34,Tier 3,Mid,Organic,Android,2024-02-04,2024-02-04 16:12:00,2024-02-06 00:00:00,9.0,9.0,0.0,51043000.0,5671444.444444444,0,0,0,1,0,0,1,0,True,True,False,1,1.0,Within 7 days,1 feature,0 failed,2024-02
U01061,45-54,Tier 1,Mid,Referral,Android,2024-02-11,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01062,55+,Tier 1,Low,Organic,Android,2024-04-19,2024-04-20 11:04:00,2024-06-15 23:00:00,1.0,1.0,0.0,1518000.0,1518000.0,1,1,0,0,0,0,2,1,True,False,True,1,56.0,After 7 days,2+ features,0 failed,2024-04
U01063,35-44,Tier 2,High,Organic,Android,2024-02-01,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01064,25-34,Tier 2,High,Referral,Android,2024-04-16,2024-04-17 00:18:00,2024-04-23 23:00:00,9.0,8.0,1.0,317270000.0,35252222.222222224,0,1,0,0,1,1,3,1,True,True,False,1,6.0,Within 7 days,2+ features,1-2 failed,2024-04
U01065,25-34,Tier 1,Low,Organic,Android,2024-01-12,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U01066,35-44,Tier 2,Low,Paid Ads,Android,2024-02-05,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01067,18-24,Tier 2,Low,Organic,Android,2024-04-22,2024-04-23 12:15:00,2024-04-29 12:00:00,6.0,6.0,0.0,7211000.0,1201833.3333333333,0,0,1,0,1,0,2,1,True,False,True,1,5.0,Within 7 days,2+ features,0 failed,2024-04
U01068,18-24,Tier 1,Mid,Organic,Android,2024-02-27,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01069,25-34,Tier 1,Mid,Organic,Android,2024-02-01,2024-02-01 17:04:00,2024-02-12 09:00:00,10.0,8.0,2.0,50276000.0,5027600.0,1,1,0,0,0,1,3,1,True,True,False,1,10.0,After 7 days,2+ features,1-2 failed,2024-02
U01070,18-24,Tier 1,Mid,Organic,Android,2024-04-06,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01071,18-24,Tier 3,Low,Referral,Android,2024-02-29,2024-03-01 08:19:00,2024-03-03 09:00:00,9.0,7.0,2.0,9050000.0,1005555.5555555555,0,1,1,0,1,0,3,1,False,False,True,1,2.0,Within 7 days,2+ features,1-2 failed,2024-02
U01072,18-24,Tier 1,High,Paid Ads,Android,2024-03-13,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01073,18-24,Tier 1,Mid,Branch,Android,2024-03-19,2024-03-20 17:10:00,2024-03-30 21:00:00,9.0,9.0,0.0,44837000.0,4981888.888888889,0,1,0,0,1,1,3,1,True,True,False,1,10.0,After 7 days,2+ features,0 failed,2024-03
U01074,18-24,Tier 2,Low,Partnership,Android,2024-03-26,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01075,55+,Tier 1,Mid,Partnership,Android,2024-02-18,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01076,25-34,Tier 1,Mid,Organic,Android,2024-02-13,2024-02-14 10:18:00,2024-02-23 17:00:00,13.0,11.0,2.0,61884000.0,4760307.692307692,1,1,1,0,1,1,5,1,True,False,True,1,9.0,After 7 days,2+ features,1-2 failed,2024-02
U01077,25-34,Tier 1,Mid,Referral,Android,2024-01-04,2024-01-04 23:16:00,2024-02-18 21:00:00,2.0,2.0,0.0,5496000.0,2748000.0,0,0,0,0,0,1,1,0,True,True,False,1,44.0,After 7 days,1 feature,0 failed,2024-01
U01078,35-44,Tier 2,Low,Organic,Android,2024-03-04,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01079,18-24,Tier 2,Low,Partnership,Android,2024-04-18,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01080,45-54,Tier 1,High,Organic,Android,2024-02-11,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01081,35-44,Tier 1,High,Paid Ads,iOS,2024-01-24,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U01082,18-24,Tier 3,Mid,Organic,iOS,2024-03-03,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01083,25-34,Tier 1,Mid,Organic,Android,2024-01-28,2024-01-29 21:18:00,2024-02-19 00:00:00,7.0,6.0,1.0,39714000.0,5673428.571428572,0,0,0,1,1,1,3,1,True,False,True,1,20.0,After 7 days,2+ features,1-2 failed,2024-01
U01084,45-54,Tier 1,Mid,Branch,iOS,2024-02-15,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01085,45-54,Tier 1,Mid,Partnership,Android,2024-04-12,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01086,25-34,Tier 2,Mid,Partnership,Android,2024-02-03,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01087,25-34,Tier 2,High,Paid Ads,iOS,2024-02-13,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01088,18-24,Tier 1,Mid,Partnership,iOS,2024-02-05,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01089,55+,Tier 2,Mid,Paid Ads,Android,2024-04-22,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01090,18-24,Tier 1,Mid,Branch,Android,2024-03-17,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01091,45-54,Tier 1,High,Referral,Android,2024-03-30,2024-03-31 13:18:00,2024-04-06 09:00:00,12.0,11.0,1.0,226478000.0,18873166.666666668,1,1,1,0,1,0,4,1,True,True,False,1,5.0,Within 7 days,2+ features,1-2 failed,2024-03
U01092,25-34,Tier 2,Mid,Paid Ads,Android,2024-04-22,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01093,25-34,Tier 1,Low,Paid Ads,Android,2024-02-05,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01094,25-34,Tier 2,Mid,Referral,Android,2024-03-12,2024-03-13 22:19:00,,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,2,1,True,True,False,1,,No transaction,2+ features,0 failed,2024-03
U01095,18-24,Tier 1,Mid,Partnership,iOS,2024-01-02,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U01096,18-24,Tier 2,Mid,Branch,Android,2024-03-07,2024-03-08 00:01:00,2024-03-14 04:00:00,9.0,8.0,1.0,59100000.0,6566666.666666667,1,1,0,0,1,0,3,1,True,False,True,1,6.0,Within 7 days,2+ features,1-2 failed,2024-03
U01097,18-24,Tier 1,Mid,Paid Ads,iOS,2024-01-25,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U01098,18-24,Tier 3,High,Referral,Android,2024-01-11,2024-01-12 06:25:00,2024-01-17 20:00:00,5.0,4.0,1.0,195529000.0,39105800.0,0,0,1,0,1,0,2,1,True,False,True,1,5.0,Within 7 days,2+ features,1-2 failed,2024-01
U01099,35-44,Tier 1,Mid,Paid Ads,Android,2024-01-31,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U01100,25-34,Tier 3,High,Partnership,Android,2024-04-02,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01101,18-24,Tier 1,Low,Paid Ads,iOS,2024-02-22,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01102,55+,Tier 2,High,Organic,Android,2024-03-03,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01103,45-54,Tier 1,Mid,Paid Ads,Android,2024-03-12,2024-03-12 21:25:00,2024-03-19 00:00:00,8.0,8.0,0.0,43727000.0,5465875.0,1,0,0,1,0,0,2,1,True,False,True,1,6.0,Within 7 days,2+ features,0 failed,2024-03
U01104,45-54,Tier 3,Mid,Organic,Android,2024-04-07,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01105,55+,Tier 1,Mid,Partnership,Android,2024-01-31,2024-02-01 01:22:00,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,1,,No transaction,0 features,0 failed,2024-01
U01106,18-24,Tier 1,Low,Referral,Android,2024-03-29,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01107,25-34,Tier 2,Mid,Paid Ads,Android,2024-03-01,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01108,35-44,Tier 1,Mid,Partnership,Android,2024-03-23,2024-03-24 17:22:00,2024-03-28 12:00:00,16.0,16.0,0.0,56274000.0,3517125.0,1,1,1,0,1,1,5,1,True,True,False,1,3.0,Within 7 days,2+ features,0 failed,2024-03
U01109,35-44,Tier 1,Low,Organic,Android,2024-04-01,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01110,18-24,Tier 3,Mid,Organic,Android,2024-03-03,2024-03-04 03:03:00,2024-03-11 18:00:00,10.0,10.0,0.0,58790000.0,5879000.0,1,0,1,1,0,0,3,1,True,False,True,1,7.0,Within 7 days,2+ features,0 failed,2024-03
U01111,35-44,Tier 3,Mid,Referral,iOS,2024-02-27,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01112,18-24,Tier 1,Low,Organic,Android,2024-04-11,2024-04-13 02:26:00,2024-04-18 06:00:00,11.0,11.0,0.0,10092000.0,917454.5454545454,1,1,1,0,1,0,4,1,True,True,False,1,5.0,Within 7 days,2+ features,0 failed,2024-04
U01113,18-24,Tier 3,Low,Referral,Android,2024-01-03,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U01114,25-34,Tier 2,Mid,Branch,Android,2024-01-12,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U01115,25-34,Tier 1,Mid,Partnership,Android,2024-02-07,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01116,25-34,Tier 2,High,Partnership,Android,2024-01-29,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U01117,18-24,Tier 2,High,Branch,Android,2024-02-21,2024-02-21 21:30:00,2024-03-08 08:00:00,10.0,9.0,1.0,180163000.0,18016300.0,0,1,1,0,1,0,3,1,True,True,False,1,15.0,After 7 days,2+ features,1-2 failed,2024-02
U01118,45-54,Tier 3,Mid,Referral,iOS,2024-03-29,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01119,18-24,Tier 1,Mid,Referral,Android,2024-02-01,2024-02-02 19:22:00,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,False,False,True,1,,No transaction,1 feature,0 failed,2024-02
U01120,18-24,Tier 2,Mid,Organic,Android,2024-02-09,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01121,45-54,Tier 1,Mid,Partnership,Android,2024-03-25,2024-03-26 16:12:00,2024-04-13 10:00:00,4.0,4.0,0.0,24336000.0,6084000.0,0,0,0,0,0,0,0,0,True,True,False,1,17.0,After 7 days,0 features,0 failed,2024-03
U01122,55+,Tier 1,Low,Paid Ads,Android,2024-03-15,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01123,45-54,Tier 1,Mid,Organic,Android,2024-02-17,2024-02-18 07:18:00,2024-02-20 22:00:00,10.0,9.0,1.0,56456000.0,5645600.0,1,1,0,1,1,0,4,1,True,True,False,1,2.0,Within 7 days,2+ features,1-2 failed,2024-02
U01124,35-44,Tier 3,Mid,Referral,iOS,2024-03-01,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01125,35-44,Tier 3,Low,Paid Ads,iOS,2024-03-11,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01126,25-34,Tier 2,Mid,Paid Ads,iOS,2024-03-08,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01127,18-24,Tier 2,High,Partnership,Android,2024-02-14,2024-02-15 07:05:00,2024-02-25 00:00:00,5.0,5.0,0.0,100248000.0,20049600.0,1,0,0,0,1,0,2,1,True,True,False,1,9.0,After 7 days,2+ features,0 failed,2024-02
U01128,25-34,Tier 1,Mid,Referral,iOS,2024-02-24,2024-02-25 15:09:00,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,True,False,True,1,,No transaction,1 feature,0 failed,2024-02
U01129,25-34,Tier 1,Mid,Branch,Android,2024-04-05,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01130,18-24,Tier 1,High,Referral,iOS,2024-03-11,2024-03-12 12:28:00,2024-04-07 00:00:00,3.0,3.0,0.0,61979000.0,20659666.666666668,0,0,0,0,1,1,2,1,False,False,True,1,25.0,After 7 days,2+ features,0 failed,2024-03
U01131,35-44,Tier 1,Mid,Paid Ads,iOS,2024-02-12,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01132,25-34,Tier 2,Low,Branch,Android,2024-02-15,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01133,18-24,Tier 2,Mid,Branch,Android,2024-03-30,2024-03-31 03:30:00,2024-04-21 20:00:00,10.0,8.0,2.0,51172000.0,5117200.0,1,0,0,0,0,1,2,1,True,True,False,1,21.0,After 7 days,2+ features,1-2 failed,2024-03
U01134,18-24,Tier 1,Mid,Organic,Android,2024-02-28,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01135,35-44,Tier 1,Mid,Organic,iOS,2024-02-04,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01136,18-24,Tier 1,Low,Paid Ads,Android,2024-02-09,2024-02-10 09:14:00,2024-02-19 03:00:00,9.0,8.0,1.0,9567000.0,1063000.0,1,1,0,0,0,1,3,1,False,False,True,1,8.0,After 7 days,2+ features,1-2 failed,2024-02
U01137,45-54,Tier 1,Mid,Referral,iOS,2024-02-02,2024-02-03 21:20:00,2024-02-11 11:00:00,5.0,5.0,0.0,25797000.0,5159400.0,1,0,0,0,1,0,2,1,True,True,False,1,7.0,Within 7 days,2+ features,0 failed,2024-02
U01138,25-34,Tier 3,High,Paid Ads,Android,2024-01-30,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U01139,25-34,Tier 2,Mid,Branch,Android,2024-01-16,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U01140,25-34,Tier 3,High,Organic,Android,2024-04-02,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01141,35-44,Tier 2,Mid,Paid Ads,iOS,2024-01-25,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U01142,25-34,Tier 1,High,Organic,Android,2024-02-10,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U01143,35-44,Tier 1,Low,Partnership,Android,2024-01-16,2024-01-17 03:13:00,2024-01-27 00:00:00,8.0,8.0,0.0,9136000.0,1142000.0,0,1,1,1,0,0,3,0,True,False,True,1,9.0,After 7 days,2+ features,0 failed,2024-01
U01144,25-34,Tier 3,Mid,Branch,Android,2024-04-05,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01145,18-24,Tier 2,Low,Paid Ads,Android,2024-03-09,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01146,45-54,Tier 1,Mid,Organic,iOS,2024-04-07,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U01147,35-44,Tier 2,Mid,Partnership,Android,2024-03-29,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U01148,35-44,Tier 2,Mid,Paid Ads,iOS,2024-01-24,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U01149,45-54,Tier 2,High,Referral,iOS,2024-01-25,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U01150,45-54,Tier 3,High,Partnership,Android,2024-01-28,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
